second	Volt	unc_seconds	unc_Volt
-0.004	0.130402	1e-15	0.0019560299999999
-0.003995	0.130402	1e-15	0.0019560299999999
-0.00399	0.130402	1e-15	0.0019560299999999
-0.003985	0.090201	1e-15	0.001353015
-0.00398	0.05	1e-15	0.00075
-0.003975	0.05	1e-15	0.00075
-0.00397	0.05	1e-15	0.00075
-0.003965	-0.030402	1e-15	0.0004560299999999
-0.00396	-0.030402	1e-15	0.0004560299999999
-0.003955	-0.110804	1e-15	0.00166206
-0.00395	-0.110804	1e-15	0.00166206
-0.003945	-0.110804	1e-15	0.00166206
-0.00394	-0.110804	1e-15	0.00166206
-0.003935	-0.191206	1e-15	0.00286809
-0.00393	-0.191206	1e-15	0.00286809
-0.003925	-0.191206	1e-15	0.00286809
-0.00392	-0.231407	1e-15	0.003471105
-0.003915	-0.231407	1e-15	0.003471105
-0.00391	-0.231407	1e-15	0.003471105
-0.003905	-0.271608	1e-15	0.00407412
-0.0039	-0.311809	1e-15	0.004677135
-0.003895	-0.35201	1e-15	0.00528015
-0.00389	-0.35201	1e-15	0.00528015
-0.003885	-0.392211	1e-15	0.0058831649999999
-0.00388	-0.392211	1e-15	0.0058831649999999
-0.003875	-0.392211	1e-15	0.0058831649999999
-0.00387	-0.432412	1e-15	0.00648618
-0.003865	-0.392211	1e-15	0.0058831649999999
-0.00386	-0.432412	1e-15	0.00648618
-0.003855	-0.472613	1e-15	0.0070891949999999
-0.00385	-0.512814	1e-15	0.00769221
-0.003845	-0.512814	1e-15	0.00769221
-0.00384	-0.512814	1e-15	0.00769221
-0.003835	-0.553015	1e-15	0.008295225
-0.00383	-0.553015	1e-15	0.008295225
-0.003825	-0.553015	1e-15	0.008295225
-0.00382	-0.553015	1e-15	0.008295225
-0.003815	-0.553015	1e-15	0.008295225
-0.00381	-0.593216	1e-15	0.00889824
-0.003805	-0.593216	1e-15	0.00889824
-0.0038	-0.633417	1e-15	0.009501255
-0.003795	-0.633417	1e-15	0.009501255
-0.00379	-0.633417	1e-15	0.009501255
-0.003785	-0.593216	1e-15	0.00889824
-0.00378	-0.633417	1e-15	0.009501255
-0.003775	-0.633417	1e-15	0.009501255
-0.00377	-0.633417	1e-15	0.009501255
-0.003765	-0.633417	1e-15	0.009501255
-0.00376	-0.673618	1e-15	0.01010427
-0.003755	-0.713819	1e-15	0.0107072849999999
-0.00375	-0.633417	1e-15	0.009501255
-0.003745	-0.673618	1e-15	0.01010427
-0.00374	-0.673618	1e-15	0.01010427
-0.003735	-0.673618	1e-15	0.01010427
-0.00373	-0.633417	1e-15	0.009501255
-0.003725	-0.673618	1e-15	0.01010427
-0.00372	-0.633417	1e-15	0.009501255
-0.003715	-0.673618	1e-15	0.01010427
-0.00371	-0.673618	1e-15	0.01010427
-0.003705	-0.673618	1e-15	0.01010427
-0.0037	-0.633417	1e-15	0.009501255
-0.003695	-0.673618	1e-15	0.01010427
-0.00369	-0.633417	1e-15	0.009501255
-0.003685	-0.633417	1e-15	0.009501255
-0.00368	-0.633417	1e-15	0.009501255
-0.003675	-0.633417	1e-15	0.009501255
-0.00367	-0.593216	1e-15	0.00889824
-0.003665	-0.553015	1e-15	0.008295225
-0.00366	-0.633417	1e-15	0.009501255
-0.003655	-0.593216	1e-15	0.00889824
-0.00365	-0.593216	1e-15	0.00889824
-0.003645	-0.593216	1e-15	0.00889824
-0.00364	-0.553015	1e-15	0.008295225
-0.003635	-0.553015	1e-15	0.008295225
-0.00363	-0.512814	1e-15	0.00769221
-0.003625	-0.512814	1e-15	0.00769221
-0.00362	-0.472613	1e-15	0.0070891949999999
-0.003615	-0.472613	1e-15	0.0070891949999999
-0.00361	-0.472613	1e-15	0.0070891949999999
-0.003605	-0.432412	1e-15	0.00648618
-0.0036	-0.472613	1e-15	0.0070891949999999
-0.003595	-0.432412	1e-15	0.00648618
-0.00359	-0.392211	1e-15	0.0058831649999999
-0.003585	-0.392211	1e-15	0.0058831649999999
-0.00358	-0.392211	1e-15	0.0058831649999999
-0.003575	-0.35201	1e-15	0.00528015
-0.00357	-0.311809	1e-15	0.004677135
-0.003565	-0.311809	1e-15	0.004677135
-0.00356	-0.311809	1e-15	0.004677135
-0.003555	-0.271608	1e-15	0.00407412
-0.00355	-0.271608	1e-15	0.00407412
-0.003545	-0.271608	1e-15	0.00407412
-0.00354	-0.231407	1e-15	0.003471105
-0.003535	-0.191206	1e-15	0.00286809
-0.00353	-0.191206	1e-15	0.00286809
-0.003525	-0.151005	1e-15	0.002265075
-0.00352	-0.191206	1e-15	0.00286809
-0.003515	-0.110804	1e-15	0.00166206
-0.00351	-0.151005	1e-15	0.002265075
-0.003505	-0.070603	1e-15	0.001059045
-0.0035	-0.070603	1e-15	0.001059045
-0.003495	-0.070603	1e-15	0.001059045
-0.00349	-0.030402	1e-15	0.0004560299999999
-0.003485	-0.030402	1e-15	0.0004560299999999
-0.00348	-0.030402	1e-15	0.0004560299999999
-0.003475	0.009799	1e-15	0.000146985
-0.00347	0.009799	1e-15	0.000146985
-0.003465	0.090201	1e-15	0.001353015
-0.00346	0.090201	1e-15	0.001353015
-0.003455	0.090201	1e-15	0.001353015
-0.00345	0.090201	1e-15	0.001353015
-0.003445	0.130402	1e-15	0.0019560299999999
-0.00344	0.130402	1e-15	0.0019560299999999
-0.003435	0.130402	1e-15	0.0019560299999999
-0.00343	0.170603	1e-15	0.002559045
-0.003425	0.210804	1e-15	0.00316206
-0.00342	0.210804	1e-15	0.00316206
-0.003415	0.210804	1e-15	0.00316206
-0.00341	0.251005	1e-15	0.0037650749999999
-0.003405	0.251005	1e-15	0.0037650749999999
-0.0034	0.291206	1e-15	0.00436809
-0.003395	0.291206	1e-15	0.00436809
-0.00339	0.331407	1e-15	0.004971105
-0.003385	0.291206	1e-15	0.00436809
-0.00338	0.331407	1e-15	0.004971105
-0.003375	0.371608	1e-15	0.00557412
-0.00337	0.371608	1e-15	0.00557412
-0.003365	0.371608	1e-15	0.00557412
-0.00336	0.371608	1e-15	0.00557412
-0.003355	0.371608	1e-15	0.00557412
-0.00335	0.371608	1e-15	0.00557412
-0.003345	0.45201	1e-15	0.00678015
-0.00334	0.411809	1e-15	0.0061771349999999
